Index,Question,Table,Sentence,Question_index,Label
3698,What roles and production did Kyle Scatliffe play right after the Les Misérable production?,"Year,Production,Role,Category
2013-14,The Scottsboro Boys,Haywood Patterson,West End
2014-15,Les Misérables,Enjolras,Broadway
2015–17,The Color Purple,Harpo,Broadway
2018-Present,Hamilton,Marquis de Lafayette/Thomas Jefferson,Second U.S. Tour","Therefore, right after the Les Misérable production, Kyle Scatliffe played the role of Haywood Patterson in The Scottsboro Boys.",1509,FI
3699,What is the Equilibrium temperature of Earth?,"Temperature comparisons,Kepler-42c,Kepler-42b,Kepler-42d,Earth
Global equilibrium temperature,728 K 455 °C 851 °F,524 K 251 °C 483.8 °F,454 K 181 °C 357.8 °F,255 K −18 °C −0.4 °F
References:,References:,References:,References:,References:","The equilibrium temperature of Earth is 255 K, which is equivalent to -18 °C or -0.4 °F according to the data provided in the table.",1510,FC
3700,What route does the 14609/10 train cover?,"Train Number,Station Code,Departure Station,Departure Time,Arrival Station,Arrival Time
14609,RKSH,Rishikesh,4:20 PM,Shri Mata Vaishno Devi Katra,6:30 PM
14610,SVDK,Shri Mata Vaishno Devi Katra,4:20 PM,Rishikesh,8:35 PM",The 14609/10 train covers the route between Rishikesh (RKSH) and Shri Mata Vaishno Devi Katra (SVDK) and back.,1511,FC
3701,What route does the 14609/10 train cover?,"Train Number,Station Code,Departure Station,Departure Time,Arrival Station,Arrival Time
14609,RKSH,Rishikesh,4:20 PM,Shri Mata Vaishno Devi Katra,6:30 PM
14610,SVDK,Shri Mata Vaishno Devi Katra,4:20 PM,Rishikesh,8:35 PM",The train departs from Shri Mata Vaishno Devi Katra at 8:35 AM and arrives at Rishikesh at 4:20 PM.,1511,FI
3702,What route does the 14609/10 train cover?,"Train Number,Station Code,Departure Station,Departure Time,Arrival Station,Arrival Time
14609,RKSH,Rishikesh,4:20 PM,Shri Mata Vaishno Devi Katra,6:30 PM
14610,SVDK,Shri Mata Vaishno Devi Katra,4:20 PM,Rishikesh,8:35 PM",The train 14609/10 covers the route from Chandigarh to Amritsar.,1511,FI
3703,What route does the 14609/10 train cover?,"Train Number,Station Code,Departure Station,Departure Time,Arrival Station,Arrival Time
14609,RKSH,Rishikesh,4:20 PM,Shri Mata Vaishno Devi Katra,6:30 PM
14610,SVDK,Shri Mata Vaishno Devi Katra,4:20 PM,Rishikesh,8:35 PM","Therefore, the train covers the route from Rishikesh to Shri Mata Vaishno Devi Katra and vice versa.",1511,FC
3704,What songs did Matt release in 2006?,"Year,Title,Chart positions,Chart positions,Chart positions,Album
Year,Title,United Kingdom,Ireland,EU,Album
2006,""""""Up All Night"""""",7,29,-,Don't Let It Go to Waste
2006,""""""Hey Kid"""""",11,42,-,Don't Let It Go to Waste
2006,""""""Don't Let It Go to Waste"""""",19,44,-,Don't Let It Go to Waste
2007,""""""Crash"""""",31,-,-,Mr. Bean's Holiday OST","Matt released ""Crash"" in 2006.",1512,FI
3705,What songs did Matt release in 2006?,"Year,Title,Chart positions,Chart positions,Chart positions,Album
Year,Title,United Kingdom,Ireland,EU,Album
2006,""""""Up All Night"""""",7,29,-,Don't Let It Go to Waste
2006,""""""Hey Kid"""""",11,42,-,Don't Let It Go to Waste
2006,""""""Don't Let It Go to Waste"""""",19,44,-,Don't Let It Go to Waste
2007,""""""Crash"""""",31,-,-,Mr. Bean's Holiday OST","From the table provided, we can see that there are four songs listed with the year 2006.",1512,FC
3706,What songs did Matt release in 2006?,"Year,Title,Chart positions,Chart positions,Chart positions,Album
Year,Title,United Kingdom,Ireland,EU,Album
2006,""""""Up All Night"""""",7,29,-,Don't Let It Go to Waste
2006,""""""Hey Kid"""""",11,42,-,Don't Let It Go to Waste
2006,""""""Don't Let It Go to Waste"""""",19,44,-,Don't Let It Go to Waste
2007,""""""Crash"""""",31,-,-,Mr. Bean's Holiday OST","The songs are:
1. ""Up All Night""
2. ""Hey Kid""
3. ""Don't Let It Go to Waste""

Therefore, Matt released these three songs in 2006.",1512,FC
3707,Where was the The Players Championship held in 1975 and 1976?,"Years,Events,Venue,City,State
1982–2019,38,""TPC Sawgrass, Stadium Course"",Ponte Vedra Beach,Florida
1977–1981,5,Sawgrass Country Club,Ponte Vedra Beach,Florida
1976,1,""Inverrary Country Club, East Course"",Lauderhill,Florida
1975,1,Colonial Country Club,Fort Worth,Texas
1974,1,Atlanta Country Club,Marietta,Georgia","The Players Championship was held in 1975 at the Colonial Country Club in Fort Worth, Texas.",1513,FC
3708,Where was the The Players Championship held in 1975 and 1976?,"Years,Events,Venue,City,State
1982–2019,38,""TPC Sawgrass, Stadium Course"",Ponte Vedra Beach,Florida
1977–1981,5,Sawgrass Country Club,Ponte Vedra Beach,Florida
1976,1,""Inverrary Country Club, East Course"",Lauderhill,Florida
1975,1,Colonial Country Club,Fort Worth,Texas
1974,1,Atlanta Country Club,Marietta,Georgia","In 1976, it was held at the Inverrary Country Club, East Course in Lauderhill, Florida.",1513,FC
3709,What percentage of votes did Lamar Alexander receive to defeat Randy Tyree?,"Party,Party,Candidate,Votes,%,±
-,Republican,Lamar Alexander,""737,693"",59.56%,-
-,Democratic,Randy Tyree,""500,937"",40.44%,-
Majority,Majority,Majority,""237,026"",-,-
Turnout,Turnout,Turnout,""1,238,927"",-,-
-,Republican hold,Republican hold,Swing,-,-","Lamar Alexander received 59.56% of the total votes cast in the election, which was enough to defeat Randy Tyree, who received 40.44% of the votes.",1514,FC
3710,What percentage of votes did Lamar Alexander receive to defeat Randy Tyree?,"Party,Party,Candidate,Votes,%,±
-,Republican,Lamar Alexander,""737,693"",59.56%,-
-,Democratic,Randy Tyree,""500,937"",40.44%,-
Majority,Majority,Majority,""237,026"",-,-
Turnout,Turnout,Turnout,""1,238,927"",-,-
-,Republican hold,Republican hold,Swing,-,-",Lamar Alexander received 75.63% of the votes to defeat Randy Tyree.,1514,FI
3711,How much power and torque do the Cadillac STS-V engine and Cadillac XLR-V engine produce?,"Year,Model,Power,Torque
2006–2009,Cadillac STS-V,469 hp (350 kW) @ 6400 rpm,439 lb⋅ft (595 N⋅m) @ 3900 rpm
2006–2009,Cadillac XLR-V,443 hp (330 kW) @ 6400 rpm,414 lb⋅ft (561 N⋅m) @ 3900 rpm",The Cadillac STS-V engine produces 469 horsepower (350 kW) at 6400 rpm and 439 lb⋅ft (595 N⋅m) of torque at 3900 rpm.,1515,FC
3712,How much power and torque do the Cadillac STS-V engine and Cadillac XLR-V engine produce?,"Year,Model,Power,Torque
2006–2009,Cadillac STS-V,469 hp (350 kW) @ 6400 rpm,439 lb⋅ft (595 N⋅m) @ 3900 rpm
2006–2009,Cadillac XLR-V,443 hp (330 kW) @ 6400 rpm,414 lb⋅ft (561 N⋅m) @ 3900 rpm","On the other hand, the Cadillac XLR-V engine produces 443 horsepower (330 kW) at 6400 rpm and 414 lb⋅ft (561 N⋅m) of torque at 3900 rpm.",1515,FC
3713,What is the Disciplinary record of Gareth Haggerty?,"Disc Date,Name of Player,Grade,Offense,Suspension,Fine,Source
23 March 2010,Gareth Haggerty,C,Use of forearm on player not in possession of the ball in 56th minute (Barlow).,4 matches,£50,Report[permanent dead link]
31 March 2010,Brendan Worth,B,Head butting in 20th minute.,1 match,£50,Report[permanent dead link]","The disciplinary record of Gareth Haggerty can be summarized as follows:

- Disc Date: 23 March 2010
- Name of Player: Gareth Haggerty
- Grade: C
- Offense: Use of forearm on player not in possession of the ball in 56th minute (Barlow).",1516,FC
3714,What is the Disciplinary record of Gareth Haggerty?,"Disc Date,Name of Player,Grade,Offense,Suspension,Fine,Source
23 March 2010,Gareth Haggerty,C,Use of forearm on player not in possession of the ball in 56th minute (Barlow).,4 matches,£50,Report[permanent dead link]
31 March 2010,Brendan Worth,B,Head butting in 20th minute.,1 match,£50,Report[permanent dead link]","- Suspension: 4 matches
- Fine: £50
- Source: Report[permanent dead link]

It appears that Gareth Haggerty received a disciplinary action for using forearm on a player who was not in possession of the ball.",1516,FC
3715,What is the Disciplinary record of Gareth Haggerty?,"Disc Date,Name of Player,Grade,Offense,Suspension,Fine,Source
23 March 2010,Gareth Haggerty,C,Use of forearm on player not in possession of the ball in 56th minute (Barlow).,4 matches,£50,Report[permanent dead link]
31 March 2010,Brendan Worth,B,Head butting in 20th minute.,1 match,£50,Report[permanent dead link]","As a result, he was suspended for 4 matches and fined £50.",1516,FC
3716,What is the Disciplinary record of Gareth Haggerty?,"Disc Date,Name of Player,Grade,Offense,Suspension,Fine,Source
23 March 2010,Gareth Haggerty,C,Use of forearm on player not in possession of the ball in 56th minute (Barlow).,4 matches,£50,Report[permanent dead link]
31 March 2010,Brendan Worth,B,Head butting in 20th minute.,1 match,£50,Report[permanent dead link]",The Disciplinary record of Gareth Haggerty shows him getting suspended for 5 matches.,1516,FI
3717,What award categories was Sarah Greene nominated for because of her performance in The Cripple of Inishmaan?,"Year,Award,Category,Work,Result
2014,Laurence Olivier Award,Best Actress in a Supporting Role,The Cripple of Inishmaan,Nominated
2014,Tony Award,Best Featured Actress in a Play,The Cripple of Inishmaan,Nominated
2015,Irish Film and Television Awards,Irish Film Board Rising Star,-,Won
2015,Irish Film and Television Awards,Irish Film and Television Award for Best Actress in a Supporting Role Film,Noble,Won
2016,Irish Film and Television Awards,Irish Film and Television Award for Best Actress in a Supporting Role Drama,Penny Dreadful,Won",Sarah Greene won an award category because of her performance in The Cripple of Inishmaan.,1517,FI
3718,What award categories was Sarah Greene nominated for because of her performance in The Cripple of Inishmaan?,"Year,Award,Category,Work,Result
2014,Laurence Olivier Award,Best Actress in a Supporting Role,The Cripple of Inishmaan,Nominated
2014,Tony Award,Best Featured Actress in a Play,The Cripple of Inishmaan,Nominated
2015,Irish Film and Television Awards,Irish Film Board Rising Star,-,Won
2015,Irish Film and Television Awards,Irish Film and Television Award for Best Actress in a Supporting Role Film,Noble,Won
2016,Irish Film and Television Awards,Irish Film and Television Award for Best Actress in a Supporting Role Drama,Penny Dreadful,Won",She was nominated for the Tony Award for Best Actress in a Supporting Role in 2014 and the Laurence Olivier Award for Best Featured Actress in a Play in the same year.,1517,FI
3719,"Which are the branding names of the channels 14.1, 14.2, 14.3, 14.4 and 14.5 on WPTO?","Channel,Branding,Video,Aspect,PSIP Short Name,Programming
14.1,ThinkTV 14 HD,1080i,16:9,14HD,Main WPTO programming / PBS
14.2,ThinkTV 14 Prime,480i,4:3,14Prime,Repeat broadcasts of WPTO primetime shows
14.3,ThinkTV 14 Kids,480i,4:3,14Kids,PBS Kids
14.4,ThinkTV 14 World,480i,4:3,14World,World and The Ohio Channel
14.5,ThinkTV 14 DT,480i,16:9,14DT,SD simulcast of 14.1","The branding names of the channels 14.1, 14.2, 14.3, 14.4, and 14.5 on WPTO are as follows:

- Channel 14.1 is branded as ThinkTV 14 HD
- Channel 14.2 is branded as ThinkTV 14 Prime
- Channel 14.3 is branded as ThinkTV 14 Kids
- Channel 14.4 is branded as ThinkTV 14 World
- Channel 14.5 is branded as ThinkTV 14 DT",1518,FC
3720,How do one get Fox broadcast?,"Channel,Video,Aspect,PSIP Short Name,Programming
21.1,720p,16:9,ABC,Main KHBB-LD programming / ABC
21.2,720p,16:9,FOX,KHBB-LD2 / Fox MyNetworkTV (11:05 p.m. - 1:05 a.m. Monday - Friday) Jewelry Television (overnights)
21.3,480i,16:9,SWX,KHBB-LD3 / SWX Right Now","To get the Fox broadcast, one would need to tune in to channel 21.2 on their television or TV service.",1519,FC
3721,How do one get Fox broadcast?,"Channel,Video,Aspect,PSIP Short Name,Programming
21.1,720p,16:9,ABC,Main KHBB-LD programming / ABC
21.2,720p,16:9,FOX,KHBB-LD2 / Fox MyNetworkTV (11:05 p.m. - 1:05 a.m. Monday - Friday) Jewelry Television (overnights)
21.3,480i,16:9,SWX,KHBB-LD3 / SWX Right Now",KHBB-LD1 is the channel and programming that broadcasts Fox MyNetworkTV from 1:05 a.m__DOT__ to 11:05 p.m.,1519,FI
3722,How do one get Fox broadcast?,"Channel,Video,Aspect,PSIP Short Name,Programming
21.1,720p,16:9,ABC,Main KHBB-LD programming / ABC
21.2,720p,16:9,FOX,KHBB-LD2 / Fox MyNetworkTV (11:05 p.m. - 1:05 a.m. Monday - Friday) Jewelry Television (overnights)
21.3,480i,16:9,SWX,KHBB-LD3 / SWX Right Now","Monday through Friday, and also Jewelry Television during overnights.",1519,FC
3723,How do one get Fox broadcast?,"Channel,Video,Aspect,PSIP Short Name,Programming
21.1,720p,16:9,ABC,Main KHBB-LD programming / ABC
21.2,720p,16:9,FOX,KHBB-LD2 / Fox MyNetworkTV (11:05 p.m. - 1:05 a.m. Monday - Friday) Jewelry Television (overnights)
21.3,480i,16:9,SWX,KHBB-LD3 / SWX Right Now",This channel broadcasts in 720p resolution and has a 16:9 aspect ratio.,1519,FC
3724,What kinds of ACJ aircraft make up the fleet of Hongkong Jet?,"Aircraft,In Fleet,Orders,Historic,Capacity,Notes
ACJ 318,1,-,-,VIP,-
ACJ 319,2,-,-,VIP,-
ACJ 330-200,1,-,-,VIP,-
BBJ 737-700,-,-,2,VIP,-
Total,4,-,2,-,-","To determine the types of ACJ aircraft that make up the fleet of Hongkong Jet, we need to analyze the ""Aircraft"" column in the provided table.",1520,FC
3725,What kinds of ACJ aircraft make up the fleet of Hongkong Jet?,"Aircraft,In Fleet,Orders,Historic,Capacity,Notes
ACJ 318,1,-,-,VIP,-
ACJ 319,2,-,-,VIP,-
ACJ 330-200,1,-,-,VIP,-
BBJ 737-700,-,-,2,VIP,-
Total,4,-,2,-,-","From the table, we can see that the following ACJ aircraft are part of the fleet:

1. ACJ 318: There is 1 ACJ 318 in the fleet (as indicated in the ""In Fleet"" column).",1520,FC
3726,What kinds of ACJ aircraft make up the fleet of Hongkong Jet?,"Aircraft,In Fleet,Orders,Historic,Capacity,Notes
ACJ 318,1,-,-,VIP,-
ACJ 319,2,-,-,VIP,-
ACJ 330-200,1,-,-,VIP,-
BBJ 737-700,-,-,2,VIP,-
Total,4,-,2,-,-",2. ACJ 319: There are 2 ACJ 319s in the fleet.,1520,FC
3727,What kinds of ACJ aircraft make up the fleet of Hongkong Jet?,"Aircraft,In Fleet,Orders,Historic,Capacity,Notes
ACJ 318,1,-,-,VIP,-
ACJ 319,2,-,-,VIP,-
ACJ 330-200,1,-,-,VIP,-
BBJ 737-700,-,-,2,VIP,-
Total,4,-,2,-,-",3. ACJ 330-200: There is 1 ACJ 330-200 in the fleet.,1520,FC
3728,What kinds of ACJ aircraft make up the fleet of Hongkong Jet?,"Aircraft,In Fleet,Orders,Historic,Capacity,Notes
ACJ 318,1,-,-,VIP,-
ACJ 319,2,-,-,VIP,-
ACJ 330-200,1,-,-,VIP,-
BBJ 737-700,-,-,2,VIP,-
Total,4,-,2,-,-","Therefore, the ACJ aircraft that make up the fleet of Hongkong Jet are ACJ 318, ACJ 319, and ACJ 330-200.",1520,FC
3729,Where did Stafford play in 1919? What was his record?,"Season,Team,Overall,Conference,Standing,Postseason
NC State Wolfpack (Independent) (1919–1919),NC State Wolfpack (Independent) (1919–1919),NC State Wolfpack (Independent) (1919–1919),NC State Wolfpack (Independent) (1919–1919),NC State Wolfpack (Independent) (1919–1919),NC State Wolfpack (Independent) (1919–1919)
1919,NC State,12–11,-,-,-
NC State:,NC State:,12–11,-,-,-
Total:,Total:,12–11,-,-,-","Based on the given table, the player Stafford played for the NC State Wolfpack team in 1919.",1521,FC
3730,Where did Stafford play in 1919? What was his record?,"Season,Team,Overall,Conference,Standing,Postseason
NC State Wolfpack (Independent) (1919–1919),NC State Wolfpack (Independent) (1919–1919),NC State Wolfpack (Independent) (1919–1919),NC State Wolfpack (Independent) (1919–1919),NC State Wolfpack (Independent) (1919–1919),NC State Wolfpack (Independent) (1919–1919)
1919,NC State,12–11,-,-,-
NC State:,NC State:,12–11,-,-,-
Total:,Total:,12–11,-,-,-",His record for that season was 20-7.,1521,FI
3731,"What are the records held by Mark Mckoy in 50 metres hurdles, 60 metres hurdles, and 110 metres hurdles, and when were these records held?","Event,Best,Location,Date
60 metres,6.49,""Karlsruhe, Germany"",6 March 1993
50 metres hurdles,6.25,""Kobe, Japan"",5 March 1986
60 metres hurdles,7.41,""Toronto, Ontario, Canada"",14 March 1993
100 metres,10.08,""Villeneuve-d'Ascq, France"",2 July 1993
110 metres hurdles,13.08,""Villeneuve-d'Ascq, France"",2 July 1993","To find the records held by Mark McKoy in the 50 meters hurdles, 60 meters hurdles, and 110 meters hurdles, we need to search the provided table for the respective events and the athlete's name.",1522,FC
3732,"What are the records held by Mark Mckoy in 50 metres hurdles, 60 metres hurdles, and 110 metres hurdles, and when were these records held?","Event,Best,Location,Date
60 metres,6.49,""Karlsruhe, Germany"",6 March 1993
50 metres hurdles,6.25,""Kobe, Japan"",5 March 1986
60 metres hurdles,7.41,""Toronto, Ontario, Canada"",14 March 1993
100 metres,10.08,""Villeneuve-d'Ascq, France"",2 July 1993
110 metres hurdles,13.08,""Villeneuve-d'Ascq, France"",2 July 1993","Looking at the table, we can see that Mark McKoy holds the following records:

1) 50 meters hurdles - Mark McKoy holds the record with a time of 6.25 seconds.",1522,FC
3733,"What are the records held by Mark Mckoy in 50 metres hurdles, 60 metres hurdles, and 110 metres hurdles, and when were these records held?","Event,Best,Location,Date
60 metres,6.49,""Karlsruhe, Germany"",6 March 1993
50 metres hurdles,6.25,""Kobe, Japan"",5 March 1986
60 metres hurdles,7.41,""Toronto, Ontario, Canada"",14 March 1993
100 metres,10.08,""Villeneuve-d'Ascq, France"",2 July 1993
110 metres hurdles,13.08,""Villeneuve-d'Ascq, France"",2 July 1993","This record was set in Kobe, Japan on 5th March 1986.",1522,FC
3734,"What are the records held by Mark Mckoy in 50 metres hurdles, 60 metres hurdles, and 110 metres hurdles, and when were these records held?","Event,Best,Location,Date
60 metres,6.49,""Karlsruhe, Germany"",6 March 1993
50 metres hurdles,6.25,""Kobe, Japan"",5 March 1986
60 metres hurdles,7.41,""Toronto, Ontario, Canada"",14 March 1993
100 metres,10.08,""Villeneuve-d'Ascq, France"",2 July 1993
110 metres hurdles,13.08,""Villeneuve-d'Ascq, France"",2 July 1993",Mark McKoy's record time in 110 metres hurdles is 9.05 seconds.,1522,FI
3735,"What are the records held by Mark Mckoy in 50 metres hurdles, 60 metres hurdles, and 110 metres hurdles, and when were these records held?","Event,Best,Location,Date
60 metres,6.49,""Karlsruhe, Germany"",6 March 1993
50 metres hurdles,6.25,""Kobe, Japan"",5 March 1986
60 metres hurdles,7.41,""Toronto, Ontario, Canada"",14 March 1993
100 metres,10.08,""Villeneuve-d'Ascq, France"",2 July 1993
110 metres hurdles,13.08,""Villeneuve-d'Ascq, France"",2 July 1993","This record was set in Tokyo, Japan on 14th March 1993.",1522,FI
3736,"What are the records held by Mark Mckoy in 50 metres hurdles, 60 metres hurdles, and 110 metres hurdles, and when were these records held?","Event,Best,Location,Date
60 metres,6.49,""Karlsruhe, Germany"",6 March 1993
50 metres hurdles,6.25,""Kobe, Japan"",5 March 1986
60 metres hurdles,7.41,""Toronto, Ontario, Canada"",14 March 1993
100 metres,10.08,""Villeneuve-d'Ascq, France"",2 July 1993
110 metres hurdles,13.08,""Villeneuve-d'Ascq, France"",2 July 1993",3) 110 meters hurdles - Mark McKoy holds the record with a time of 13.08 seconds.,1522,FC
3737,"What are the records held by Mark Mckoy in 50 metres hurdles, 60 metres hurdles, and 110 metres hurdles, and when were these records held?","Event,Best,Location,Date
60 metres,6.49,""Karlsruhe, Germany"",6 March 1993
50 metres hurdles,6.25,""Kobe, Japan"",5 March 1986
60 metres hurdles,7.41,""Toronto, Ontario, Canada"",14 March 1993
100 metres,10.08,""Villeneuve-d'Ascq, France"",2 July 1993
110 metres hurdles,13.08,""Villeneuve-d'Ascq, France"",2 July 1993","Mark Mckoy holds the world record in 400 meters hurdles with a timing of 45.2 seconds which was set in Paris, France on 21st September 1999.",1522,FI
3738,"What are the records held by Mark Mckoy in 50 metres hurdles, 60 metres hurdles, and 110 metres hurdles, and when were these records held?","Event,Best,Location,Date
60 metres,6.49,""Karlsruhe, Germany"",6 March 1993
50 metres hurdles,6.25,""Kobe, Japan"",5 March 1986
60 metres hurdles,7.41,""Toronto, Ontario, Canada"",14 March 1993
100 metres,10.08,""Villeneuve-d'Ascq, France"",2 July 1993
110 metres hurdles,13.08,""Villeneuve-d'Ascq, France"",2 July 1993","Therefore, Mark McKoy held the records in the 50 meters hurdles, 60 meters hurdles, and 110 meters hurdles, with the respective dates and locations mentioned above.",1522,FC
3739,When was 20Ten released in France and Germany and by what publication?,"Country,Date,Format,Publication,Label
United Kingdom,""July 10, 2010"",CD covermount,Daily Mirror,NPG Records
Scotland,""July 10, 2010"",CD covermount,Daily Record,NPG Records
Belgium,""July 10, 2010"",CD covermount,Het Nieuwsblad,NPG Records
France,""July 22, 2010"",CD covermount,Courrier International,NPG Records
Germany,""July 22, 2010"",CD covermount,Rolling Stone,NPG Records","20Ten was released in France and Germany on July 10, 2010, by Het Nieuwsblad.",1523,FI
3740,When was 20Ten released in France and Germany and by what publication?,"Country,Date,Format,Publication,Label
United Kingdom,""July 10, 2010"",CD covermount,Daily Mirror,NPG Records
Scotland,""July 10, 2010"",CD covermount,Daily Record,NPG Records
Belgium,""July 10, 2010"",CD covermount,Het Nieuwsblad,NPG Records
France,""July 22, 2010"",CD covermount,Courrier International,NPG Records
Germany,""July 22, 2010"",CD covermount,Rolling Stone,NPG Records","Here is the solution:

To find the release date of 20Ten in France and Germany, we need to filter the table based on the format and country.",1523,FC
3741,When was 20Ten released in France and Germany and by what publication?,"Country,Date,Format,Publication,Label
United Kingdom,""July 10, 2010"",CD covermount,Daily Mirror,NPG Records
Scotland,""July 10, 2010"",CD covermount,Daily Record,NPG Records
Belgium,""July 10, 2010"",CD covermount,Het Nieuwsblad,NPG Records
France,""July 22, 2010"",CD covermount,Courrier International,NPG Records
Germany,""July 22, 2010"",CD covermount,Rolling Stone,NPG Records","First, let's filter the table for the format ""CD covermount"".",1523,FC
3742,When was 20Ten released in France and Germany and by what publication?,"Country,Date,Format,Publication,Label
United Kingdom,""July 10, 2010"",CD covermount,Daily Mirror,NPG Records
Scotland,""July 10, 2010"",CD covermount,Daily Record,NPG Records
Belgium,""July 10, 2010"",CD covermount,Het Nieuwsblad,NPG Records
France,""July 22, 2010"",CD covermount,Courrier International,NPG Records
Germany,""July 22, 2010"",CD covermount,Rolling Stone,NPG Records",This will help us eliminate any irrelevant entries.,1523,FC
3743,When was 20Ten released in France and Germany and by what publication?,"Country,Date,Format,Publication,Label
United Kingdom,""July 10, 2010"",CD covermount,Daily Mirror,NPG Records
Scotland,""July 10, 2010"",CD covermount,Daily Record,NPG Records
Belgium,""July 10, 2010"",CD covermount,Het Nieuwsblad,NPG Records
France,""July 22, 2010"",CD covermount,Courrier International,NPG Records
Germany,""July 22, 2010"",CD covermount,Rolling Stone,NPG Records","Next, let's filter the table for the countries ""France"" and ""Germany"".",1523,FC
3744,When was 20Ten released in France and Germany and by what publication?,"Country,Date,Format,Publication,Label
United Kingdom,""July 10, 2010"",CD covermount,Daily Mirror,NPG Records
Scotland,""July 10, 2010"",CD covermount,Daily Record,NPG Records
Belgium,""July 10, 2010"",CD covermount,Het Nieuwsblad,NPG Records
France,""July 22, 2010"",CD covermount,Courrier International,NPG Records
Germany,""July 22, 2010"",CD covermount,Rolling Stone,NPG Records","20Ten was released in France and Germany by Het Nieuwsblad on July 10, 2010.",1523,FI
3745,When was 20Ten released in France and Germany and by what publication?,"Country,Date,Format,Publication,Label
United Kingdom,""July 10, 2010"",CD covermount,Daily Mirror,NPG Records
Scotland,""July 10, 2010"",CD covermount,Daily Record,NPG Records
Belgium,""July 10, 2010"",CD covermount,Het Nieuwsblad,NPG Records
France,""July 22, 2010"",CD covermount,Courrier International,NPG Records
Germany,""July 22, 2010"",CD covermount,Rolling Stone,NPG Records","20Ten was released on July 5, 2010, in both France and Germany by Rolling Stone.",1523,FI
3746,When was 20Ten released in France and Germany and by what publication?,"Country,Date,Format,Publication,Label
United Kingdom,""July 10, 2010"",CD covermount,Daily Mirror,NPG Records
Scotland,""July 10, 2010"",CD covermount,Daily Record,NPG Records
Belgium,""July 10, 2010"",CD covermount,Het Nieuwsblad,NPG Records
France,""July 22, 2010"",CD covermount,Courrier International,NPG Records
Germany,""July 22, 2010"",CD covermount,Rolling Stone,NPG Records","Additionally, the publication in France was ""Courrier International"", and the publication in Germany was ""Rolling Stone"".",1523,FC
3747,"What award did Del Rey's ""Born to Die"" win and what year was it when the award was given?","Year,Nominee / work,Award,Result
2012,""""""Blue Jeans"""""",Best International Pop Video,Nominated
2012,""""""Born to Die"""""",Best International Pop Video,Won
2012,""""""National Anthem"""""",Best International Pop Video,Nominated
2012,""""""Blue Jeans"""""",Best Cinematography,Nominated
2012,""""""National Anthem"""""",Best Styling,Nominated","Del Rey's ""Born to Die"" won the award for Best Cinematography.",1524,FI
3748,"What award did Del Rey's ""Born to Die"" win and what year was it when the award was given?","Year,Nominee / work,Award,Result
2012,""""""Blue Jeans"""""",Best International Pop Video,Nominated
2012,""""""Born to Die"""""",Best International Pop Video,Won
2012,""""""National Anthem"""""",Best International Pop Video,Nominated
2012,""""""Blue Jeans"""""",Best Cinematography,Nominated
2012,""""""National Anthem"""""",Best Styling,Nominated",The award was given in the year 2015.,1524,FI
3749,"How many rushing yards did Charles, of Texas make between 2005 to 2007?","Jamaal Charles,Jamaal Charles,Jamaal Charles,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving
Year,Team,GP,Att,Yards,Avg,TDs,Rec,Yards,TDs
2005,Texas,13,119,878,7.4,11,14,157,2
2006,Texas,12,156,831,5.3,7,18,183,1
2007,Texas,13,258,""1,619"",6.3,18,17,199,0
College Totals,College Totals,38,533,""3,328"",6.2,36,49,539,3","To find the total rushing yards that Jamaal Charles made between 2005 to 2007, we need to sum up the rushing yards for each year.",1525,FC
3750,"How many rushing yards did Charles, of Texas make between 2005 to 2007?","Jamaal Charles,Jamaal Charles,Jamaal Charles,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving
Year,Team,GP,Att,Yards,Avg,TDs,Rec,Yards,TDs
2005,Texas,13,119,878,7.4,11,14,157,2
2006,Texas,12,156,831,5.3,7,18,183,1
2007,Texas,13,258,""1,619"",6.3,18,17,199,0
College Totals,College Totals,38,533,""3,328"",6.2,36,49,539,3","Jamaal Charles played for the team ""Alabama"" in the years 2005, 2006, and 2007.",1525,FI
3751,"How many rushing yards did Charles, of Texas make between 2005 to 2007?","Jamaal Charles,Jamaal Charles,Jamaal Charles,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving
Year,Team,GP,Att,Yards,Avg,TDs,Rec,Yards,TDs
2005,Texas,13,119,878,7.4,11,14,157,2
2006,Texas,12,156,831,5.3,7,18,183,1
2007,Texas,13,258,""1,619"",6.3,18,17,199,0
College Totals,College Totals,38,533,""3,328"",6.2,36,49,539,3","In 2005, he had 878 rushing yards.",1525,FC
3752,"How many rushing yards did Charles, of Texas make between 2005 to 2007?","Jamaal Charles,Jamaal Charles,Jamaal Charles,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving
Year,Team,GP,Att,Yards,Avg,TDs,Rec,Yards,TDs
2005,Texas,13,119,878,7.4,11,14,157,2
2006,Texas,12,156,831,5.3,7,18,183,1
2007,Texas,13,258,""1,619"",6.3,18,17,199,0
College Totals,College Totals,38,533,""3,328"",6.2,36,49,539,3","In 2006, he had 831 rushing yards.",1525,FC
